url,state,constituency,osn,candidate_name,total_votes,vote_percent,evm_votes,party,postal_votes
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseU011.htm?ac=1,Andaman & Nicobar Islands,Andaman & Nicobar Islands,1,AYAN MANDAL,1721,0.83,1717,All India Trinamool Congress,4
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseU011.htm?ac=1,Andaman & Nicobar Islands,Andaman & Nicobar Islands,2,KULDEEP RAI SHARMA,95308,45.98,95249,Indian National Congress,59
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseU011.htm?ac=1,Andaman & Nicobar Islands,Andaman & Nicobar Islands,3,PRAKASH MINJ,2486,1.2,2478,Bahujan Samaj Party,8
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseU011.htm?ac=1,Andaman & Nicobar Islands,Andaman & Nicobar Islands,4,VISHAL JOLLY,93901,45.3,93772,Bharatiya Janata Party,129
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseU011.htm?ac=1,Andaman & Nicobar Islands,Andaman & Nicobar Islands,5,SANJAY MESHACK,2839,1.37,2837,Aam Aadmi Party,2
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseU011.htm?ac=1,Andaman & Nicobar Islands,Andaman & Nicobar Islands,6,C G SAJI KUMAR,212,0.1,212,All India Hindustan Congress Party,0
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseU011.htm?ac=1,Andaman & Nicobar Islands,Andaman & Nicobar Islands,7,K KALIMUTHU,275,0.13,269,Independent,6
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseU011.htm?ac=1,Andaman & Nicobar Islands,Andaman & Nicobar Islands,8,V V KHALID,306,0.15,305,Independent,1
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseU011.htm?ac=1,Andaman & Nicobar Islands,Andaman & Nicobar Islands,9,GOUR CHANDRA MAJUMDER,221,0.11,221,Independent,0
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseU011.htm?ac=1,Andaman & Nicobar Islands,Andaman & Nicobar Islands,10,PARITOSH KUMAR HALDAR,5341,2.58,5339,Independent,2
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseU011.htm?ac=1,Andaman & Nicobar Islands,Andaman & Nicobar Islands,11,MINATI BISWAS,618,0.3,615,Independent,3
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseU011.htm?ac=1,Andaman & Nicobar Islands,Andaman & Nicobar Islands,12,C U RASHEED,273,0.13,272,Independent,1
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseU011.htm?ac=1,Andaman & Nicobar Islands,Andaman & Nicobar Islands,13,K VENKAT RAM BABU,914,0.44,914,Independent,0
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseU011.htm?ac=1,Andaman & Nicobar Islands,Andaman & Nicobar Islands,14,S SUDERSHAN RAO,475,0.23,475,Independent,0
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseU011.htm?ac=1,Andaman & Nicobar Islands,Andaman & Nicobar Islands,15,HENRY,994,0.48,994,Independent,0
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseU011.htm?ac=1,Andaman & Nicobar Islands,Andaman & Nicobar Islands,16,NOTA,1412,0.68,1411,None of the Above,1
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS017.htm?ac=7,Andhra Pradesh,Amalapuram,1,AYYAJI VEMA MANEPALLI,11516,0.94,11358,Bharatiya Janata Party,158
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS017.htm?ac=7,Andhra Pradesh,Amalapuram,2,GANTI HARISH MADHUR (BALAYOGI),445347,36.18,442774,Telugu Desam,2573
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS017.htm?ac=7,Andhra Pradesh,Amalapuram,3,CHINTA ANURADHA,485313,39.43,481358,Yuvajana Sramika Rythu Congress Party,3955
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS017.htm?ac=7,Andhra Pradesh,Amalapuram,4,JANGA GOUTHAM,7878,0.64,7840,Indian National Congress,38
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS017.htm?ac=7,Andhra Pradesh,Amalapuram,5,CHELLE RAJANI,1228,0.1,1228,Jana Jagruti Party,0
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS017.htm?ac=7,Andhra Pradesh,Amalapuram,6,PANTHAGADA VIJAYA CHAKRAVARTHY,1801,0.15,1801,Republican Party of India (Khobragade),0
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS017.htm?ac=7,Andhra Pradesh,Amalapuram,7,MURALIKRISHNA KANDERI,1802,0.15,1801,India Praja Bandhu Party,1
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS017.htm?ac=7,Andhra Pradesh,Amalapuram,8,MORTHA SIVA RAMA KRISHNA,1950,0.16,1946,Pyramid Party of India,4
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS017.htm?ac=7,Andhra Pradesh,Amalapuram,9,D M R SEKHAR,254848,20.7,253271,Janasena Party,1577
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS017.htm?ac=7,Andhra Pradesh,Amalapuram,10,REVU SUDHAKAR,2771,0.23,2770,Independent,1
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS017.htm?ac=7,Andhra Pradesh,Amalapuram,11,NOTA,16449,1.34,16408,None of the Above,41
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS015.htm?ac=5,Andhra Pradesh,Anakapalli,1,ADARI ANAND KUMAR,497034,40.13,495381,Telugu Desam,1653
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS015.htm?ac=5,Andhra Pradesh,Anakapalli,2,Dr. Gandi Venkata Satyanarayana Rao (Dr Vikram),13276,1.07,12888,Bharatiya Janata Party,388
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS015.htm?ac=5,Andhra Pradesh,Anakapalli,3,Dr.Beesetti Venkata Satyavathi,586226,47.33,583210,Yuvajana Sramika Rythu Congress Party,3016
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS015.htm?ac=5,Andhra Pradesh,Anakapalli,4,Ruthala Srirama Murthy,10121,0.82,10072,Indian National Congress,49
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS015.htm?ac=5,Andhra Pradesh,Anakapalli,5,P.S.AJAY KUMAR,2716,0.22,2708,Communist Party of India  (Marxist-Leninist)  (Liberation),8
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS015.htm?ac=5,Andhra Pradesh,Anakapalli,6,K B SWAROOP,1621,0.13,1615,Jana Jagruti Party,6
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS015.htm?ac=5,Andhra Pradesh,Anakapalli,7,Chintala Partha Sarathi,82588,6.67,82126,Janasena Party,462
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS015.htm?ac=5,Andhra Pradesh,Anakapalli,8,Taadi Veera Jagadeeshwari,1803,0.15,1801,Pyramid Party of India,2
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS015.htm?ac=5,Andhra Pradesh,Anakapalli,9,Vadlamuri Krishna Swaroop,4444,0.36,4443,Dalita Bahujana Party,1
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS015.htm?ac=5,Andhra Pradesh,Anakapalli,10,Appala Naidu Tummagunta,3765,0.3,3760,Independent,5
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS015.htm?ac=5,Andhra Pradesh,Anakapalli,11,NOTA,34897,2.82,34877,None of the Above,20
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0119.htm?ac=19,Andhra Pradesh,Anantapur,1,D.JAGADEESH,20294,1.51,20192,Communist Party of India,102
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0119.htm?ac=19,Andhra Pradesh,Anantapur,2,TALARI RANGAIAH,695208,51.79,690901,Yuvajana Sramika Rythu Congress Party,4307
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0119.htm?ac=19,Andhra Pradesh,Anantapur,3,J.C. PAVAN REDDY,553780,41.26,550597,Telugu Desam,3183
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0119.htm?ac=19,Andhra Pradesh,Anantapur,4,K.RAJIV REDDY,30079,2.24,29994,Indian National Congress,85
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0119.htm?ac=19,Andhra Pradesh,Anantapur,5,HAMSA DEVINENI,7604,0.57,7440,Bharatiya Janata Party,164
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0119.htm?ac=19,Andhra Pradesh,Anantapur,6,GADIDAMA RANGANAYAKULU,728,0.05,728,Vishwa Jana Party,0
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0119.htm?ac=19,Andhra Pradesh,Anantapur,7,P.RADHA KRISHNA,1220,0.09,1219,Radical Democrats,1
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0119.htm?ac=19,Andhra Pradesh,Anantapur,8,G. LALITHA,899,0.07,890,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),9
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0119.htm?ac=19,Andhra Pradesh,Anantapur,9,M.VENKATESULU,1048,0.08,1043,Pyramid Party of India,5
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0119.htm?ac=19,Andhra Pradesh,Anantapur,10,S.V.P. YADAV,4398,0.33,4398,Independent,0
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0119.htm?ac=19,Andhra Pradesh,Anantapur,11,P. RANGAIAH,3588,0.27,3580,Independent,8
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0119.htm?ac=19,Andhra Pradesh,Anantapur,12,L. RANGAIAH,1691,0.13,1688,Independent,3
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0119.htm?ac=19,Andhra Pradesh,Anantapur,13,VADDE KASINATH,2066,0.15,2063,Independent,3
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0119.htm?ac=19,Andhra Pradesh,Anantapur,14,SOMANATH DESHMUKH,3237,0.24,3236,Independent,1
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0119.htm?ac=19,Andhra Pradesh,Anantapur,15,NOTA,16466,1.23,16406,None of the Above,60
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS011.htm?ac=1,Andhra Pradesh,Aruku,1,KISHORE CHANDRA DEO,338101,31.46,336163,Telugu Desam,1938
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS011.htm?ac=1,Andhra Pradesh,Aruku,2,Dr. KOSURI KASI VISWANADHA VEERA VENKATA SATYANARAYANA REDDY,17867,1.66,17578,Bharatiya Janata Party,289
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS011.htm?ac=1,Andhra Pradesh,Aruku,3,GODDETI. MADHAVI,562190,52.32,557561,Yuvajana Sramika Rythu Congress Party,4629
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS011.htm?ac=1,Andhra Pradesh,Aruku,4,SHRUTI DEVI VYRICHERLA,17730,1.65,17656,Indian National Congress,74
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS011.htm?ac=1,Andhra Pradesh,Aruku,5,GANGULAIAH VAMPURU.,42794,3.98,42245,Janasena Party,549
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS011.htm?ac=1,Andhra Pradesh,Aruku,6,SWAMULA. SUBRAHMANYAM,4710,0.44,4705,Jana Jagruti Party,5
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS011.htm?ac=1,Andhra Pradesh,Aruku,7,ANUMULA VAMSIKRISHNA,10240,0.95,10211,Independent,29
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS011.htm?ac=1,Andhra Pradesh,Aruku,8,KANGALA BALUDORA,13826,1.29,13810,Independent,16
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS011.htm?ac=1,Andhra Pradesh,Aruku,9,NARAVA SATYAVATHI,11236,1.05,11231,Independent,5
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS011.htm?ac=1,Andhra Pradesh,Aruku,10,BIDDIKA RAMAYYA.,7867,0.73,7863,Independent,4
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS011.htm?ac=1,Andhra Pradesh,Aruku,11,NOTA,47977,4.46,47955,None of the Above,22
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0115.htm?ac=15,Andhra Pradesh,Bapatla,1,CHALLAGALI KISHORE KUMAR,10351,0.82,9842,Bharatiya Janata Party,509
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0115.htm?ac=15,Andhra Pradesh,Bapatla,2,K. DEVANAND,42580,3.36,42262,Bahujan Samaj Party,318
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0115.htm?ac=15,Andhra Pradesh,Bapatla,3,NANDIGAM SURESH,598257,47.24,592250,Yuvajana Sramika Rythu Congress Party,6007
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0115.htm?ac=15,Andhra Pradesh,Bapatla,4,MALYADRI SRIRAM,582192,45.97,577403,Telugu Desam,4789
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0115.htm?ac=15,Andhra Pradesh,Bapatla,5,J.D. SEELAM,13155,1.04,12941,Indian National Congress,214
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0115.htm?ac=15,Andhra Pradesh,Bapatla,6,KUMAR KATTEPOGU,885,0.07,877,Pyramid Party of India,8
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0115.htm?ac=15,Andhra Pradesh,Bapatla,7,GADDE HARI BABU,530,0.04,521,Navodayam Party,9
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0115.htm?ac=15,Andhra Pradesh,Bapatla,8,CHINA NAGESWARA RAO SADHU,466,0.04,463,Mundadugu Praja Party,3
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0115.htm?ac=15,Andhra Pradesh,Bapatla,9,THUMATI RAVI,370,0.03,368,All Peoples Party,2
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0115.htm?ac=15,Andhra Pradesh,Bapatla,10,NUTHAKKI RAMA RAO,606,0.05,600,All India Praja Party,6
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0115.htm?ac=15,Andhra Pradesh,Bapatla,11,GELLA NAGAMALLI,655,0.05,651,Independent,4
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0115.htm?ac=15,Andhra Pradesh,Bapatla,12,GOLLA BABURAO,1276,0.1,1271,Independent,5
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0115.htm?ac=15,Andhra Pradesh,Bapatla,13,BUSSA NAGARAJU,1951,0.15,1943,Independent,8
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0115.htm?ac=15,Andhra Pradesh,Bapatla,14,NOTA,13218,1.04,13178,None of the Above,40
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0125.htm?ac=25,Andhra Pradesh,Chittoor,1,CHEEMALA. RANGAPPA,24643,1.87,24497,Indian National Congress,146
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0125.htm?ac=25,Andhra Pradesh,Chittoor,2,JAYARAM DUGGANI,10496,0.8,10137,Bharatiya Janata Party,359
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0125.htm?ac=25,Andhra Pradesh,Chittoor,3,NARAMALLI SIVA PRASAD,549521,41.65,545374,Telugu Desam,4147
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0125.htm?ac=25,Andhra Pradesh,Chittoor,4,C. PUNYAMURTHY,20062,1.52,19952,Bahujan Samaj Party,110
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0125.htm?ac=25,Andhra Pradesh,Chittoor,5,N. REDDEPPA,686792,52.05,681325,Yuvajana Sramika Rythu Congress Party,5467
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0125.htm?ac=25,Andhra Pradesh,Chittoor,6,PALLIPATTU. ABHINAV VISHNU,3445,0.26,3441,Mundadugu Praja Party,4
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0125.htm?ac=25,Andhra Pradesh,Chittoor,7,P. RAMACHANDRAN,1863,0.14,1854,Independent,9
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0125.htm?ac=25,Andhra Pradesh,Chittoor,8,A. HEMANTH,2094,0.16,2089,Independent,5
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0125.htm?ac=25,Andhra Pradesh,Chittoor,9,NOTA,20556,1.56,20503,None of the Above,53
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0110.htm?ac=10,Andhra Pradesh,Eluru,1,KOTAGIRI SRIDHAR,676809,50.97,672834,Yuvajana Sramika Rythu Congress Party,3975
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0110.htm?ac=10,Andhra Pradesh,Eluru,2,CHINNAM RAMA KOTAYYA,8412,0.63,8317,Bharatiya Janata Party,95
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0110.htm?ac=10,Andhra Pradesh,Eluru,3,JETTI GURUNADHA RAO,20378,1.53,20284,Indian National Congress,94
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0110.htm?ac=10,Andhra Pradesh,Eluru,4,MAGANTTI VENKATESWARA RAO BABU,510884,38.47,509549,Telugu Desam,1335
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0110.htm?ac=10,Andhra Pradesh,Eluru,5,CHINA VENKATA SURYANARAYANA JOSYULA,2935,0.22,2932,Pyramid Party of India,3
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0110.htm?ac=10,Andhra Pradesh,Eluru,6,PENTAPATI PULLARAO,76827,5.79,76481,Janasena Party,346
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0110.htm?ac=10,Andhra Pradesh,Eluru,7,MATHE. BOBBY,1879,0.14,1871,Republican Party of India (A),8
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0110.htm?ac=10,Andhra Pradesh,Eluru,8,V. SIVA RAMA KRISHNA,1261,0.09,1261,Jana Jagruti Party,0
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0110.htm?ac=10,Andhra Pradesh,Eluru,9,ALAGA. RAVI KUMAR,1648,0.12,1648,Independent,0
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0110.htm?ac=10,Andhra Pradesh,Eluru,10,Dr.MENDEM. SANTHOSH KUMAR(PEDDABABU),3010,0.23,3010,Independent,0
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0110.htm?ac=10,Andhra Pradesh,Eluru,11,NOTA,23880,1.8,23861,None of the Above,19
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0113.htm?ac=13,Andhra Pradesh,Guntur,1,Jayadev Galla,587918,43.5,586292,Telugu Desam,1626
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0113.htm?ac=13,Andhra Pradesh,Guntur,2,Jayaprakash Narayana Valluru,11841,0.88,11667,Bharatiya Janata Party,174
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0113.htm?ac=13,Andhra Pradesh,Guntur,3,Modugula Venugopala Reddy,583713,43.19,580840,Yuvajana Sramika Rythu Congress Party,2873
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0113.htm?ac=13,Andhra Pradesh,Guntur,4,Shaik Mastanvali,14205,1.05,14124,Indian National Congress,81
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0113.htm?ac=13,Andhra Pradesh,Guntur,5,Araveti Hazarath Rao,810,0.06,808,Pyramid Party of India,2
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0113.htm?ac=13,Andhra Pradesh,Guntur,6,Ullagi David Jayakumar,447,0.03,447,Hardam Manavtawadi Rashtriya Dal,0
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0113.htm?ac=13,Andhra Pradesh,Guntur,7,Jeldi Raja Mohan,437,0.03,437,All India Praja Party,0
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0113.htm?ac=13,Andhra Pradesh,Guntur,8,Nagaraju Ekula,920,0.07,920,Republican Party of India (A),0
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0113.htm?ac=13,Andhra Pradesh,Guntur,9,Bonaboyina Srinivasa Rao,129205,9.56,128746,Janasena Party,459
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0113.htm?ac=13,Andhra Pradesh,Guntur,10,Mannava Hariprasad,3216,0.24,3212,Communist Party of India (Marxist-Leninist) Red Star,4
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0113.htm?ac=13,Andhra Pradesh,Guntur,11,Ramarao Simhadri,1746,0.13,1744,Praja Shanthi Party,2
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0113.htm?ac=13,Andhra Pradesh,Guntur,12,Jacob Vidyasagar Nakka,641,0.05,639,Viduthalai Chiruthaigal Katchi,2
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0113.htm?ac=13,Andhra Pradesh,Guntur,13,Sarabandi Raju Sikhinam,1017,0.08,1015,Indian Labour Party (Ambedkar Phule),2
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0113.htm?ac=13,Andhra Pradesh,Guntur,14,Shaik Jaleel,563,0.04,560,Navarang Congress Party,3
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0113.htm?ac=13,Andhra Pradesh,Guntur,15,Samudrala Chinna Kotaiah,628,0.05,628,National Dalitha Dhal Party,0
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0113.htm?ac=13,Andhra Pradesh,Guntur,16,Umar Basha Shaik,2676,0.2,2676,Independent,0
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0113.htm?ac=13,Andhra Pradesh,Guntur,17,Dasari Kiran Babu,2909,0.22,2907,Independent,2
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0113.htm?ac=13,Andhra Pradesh,Guntur,18,Doppalapudi Veera Das,629,0.05,629,Independent,0
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0113.htm?ac=13,Andhra Pradesh,Guntur,19,Yanamadala Venkata Suresh,1947,0.14,1947,Independent,0
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0113.htm?ac=13,Andhra Pradesh,Guntur,20,NOTA,6006,0.44,5972,None of the Above,34
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0120.htm?ac=20,Andhra Pradesh,Hindupur,1,KAMAGANAHALLI THIPPESWAMY SREEDHAR (K.T.SREEDHAR),27156,2.03,26973,Indian National Congress,183
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0120.htm?ac=20,Andhra Pradesh,Hindupur,2,KURUVA GORANTLA MADHAV,706602,52.79,699739,Yuvajana Sramika Rythu Congress Party,6863
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0120.htm?ac=20,Andhra Pradesh,Hindupur,3,KRISTAPPA . NIMMALA,565854,42.27,561602,Telugu Desam,4252
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0120.htm?ac=20,Andhra Pradesh,Hindupur,4,MITTA PARTHASARATHI,13805,1.03,13530,Bharatiya Janata Party,275
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0120.htm?ac=20,Andhra Pradesh,Hindupur,5,Ram Mohan Singamneni,1313,0.1,1305,Pyramid Party of India,8
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0120.htm?ac=20,Andhra Pradesh,Hindupur,6,S.R.Anjaneyulu,1227,0.09,1215,Independent,12
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0120.htm?ac=20,Andhra Pradesh,Hindupur,7,GOGULA PULAKUNTA JAYANTH,1582,0.12,1578,Independent,4
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0120.htm?ac=20,Andhra Pradesh,Hindupur,8,Mugi Surya Prakash,1316,0.1,1315,Independent,1
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0120.htm?ac=20,Andhra Pradesh,Hindupur,9,Ramamohan D.G.,2231,0.17,2230,Independent,1
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0120.htm?ac=20,Andhra Pradesh,Hindupur,10,NOTA,17428,1.3,17356,None of the Above,72
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0121.htm?ac=21,Andhra Pradesh,Kadapa,1,Y.S.Avinash Reddy,783799,63.8,778267,Yuvajana Sramika Rythu Congress Party,5532
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0121.htm?ac=21,Andhra Pradesh,Kadapa,2,Chadipirala Adi Narayana Reddy,402823,32.79,400192,Telugu Desam,2631
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0121.htm?ac=21,Andhra Pradesh,Kadapa,3,Gundlakunta Sreeramulu,8341,0.68,8280,Indian National Congress,61
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0121.htm?ac=21,Andhra Pradesh,Kadapa,4,Gujjula Eswaraiah,6242,0.51,6152,Communist Party of India,90
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0121.htm?ac=21,Andhra Pradesh,Kadapa,5,Sri Rama Chandra Singareddy,4085,0.33,3917,Bharatiya Janata Party,168
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0121.htm?ac=21,Andhra Pradesh,Kadapa,6,Ameen Peeran Shaik,573,0.05,571,Ambedkar National Congress,2
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0121.htm?ac=21,Andhra Pradesh,Kadapa,7,Lakshmi Reddy Putha,368,0.03,365,Rajyadhikara Party,3
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0121.htm?ac=21,Andhra Pradesh,Kadapa,8,Pedakala Varalakshmi,716,0.06,705,Pyramid Party of India,11
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0121.htm?ac=21,Andhra Pradesh,Kadapa,9,Chadipirala Siva Narayana Reddy,446,0.04,445,Navarang Congress Party,1
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0121.htm?ac=21,Andhra Pradesh,Kadapa,10,Siva Chandra Reddy Komma,1422,0.12,1398,Anna YSR Congress Party,24
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0121.htm?ac=21,Andhra Pradesh,Kadapa,11,Gona Purushottam Reddy,1134,0.09,1131,Independent,3
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0121.htm?ac=21,Andhra Pradesh,Kadapa,12,Jakku Chenna Krishna Reddy,579,0.05,578,Independent,1
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0121.htm?ac=21,Andhra Pradesh,Kadapa,13,Nyamatulla Shaik,759,0.06,755,Independent,4
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0121.htm?ac=21,Andhra Pradesh,Kadapa,14,Peddireddy Showry Subhash Reddy,865,0.07,865,Independent,0
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0121.htm?ac=21,Andhra Pradesh,Kadapa,15,Venu Gopal Rachineni,1748,0.14,1748,Independent,0
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0121.htm?ac=21,Andhra Pradesh,Kadapa,16,NOTA,14692,1.2,14629,None of the Above,63
