url,state,constituency,osn,candidate_name,total_votes,vote_percent,evm_votes,party,postal_votes
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS1226.htm?ac=26,Madhya Pradesh,INDORE,1,ER. DEEPCHAND AHIRWAL,8666,0.53,8622,Bahujan Samaj Party,44
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS1226.htm?ac=26,Madhya Pradesh,INDORE,2,PANKAJ SANGHVI,520815,31.97,520268,Indian National Congress,547
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS1226.htm?ac=26,Madhya Pradesh,INDORE,3,SHANKAR LALWANI,1068569,65.59,1066824,Bharatiya Janata Party,1745
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS1226.htm?ac=26,Madhya Pradesh,INDORE,4,IFTIKHAR AHMED KHAN,4455,0.27,4453,Minorities Democratic Party,2
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS1226.htm?ac=26,Madhya Pradesh,INDORE,5,KAMLESH VAISHNAV,699,0.04,698,Hindusthan Nirman Dal,1
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS1226.htm?ac=26,Madhya Pradesh,INDORE,6,DHEERAJ DUBEY PATRAKAR,614,0.04,612,Sapaks Party,2
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS1226.htm?ac=26,Madhya Pradesh,INDORE,7,BHAVANA KISHORE SANGELIYA,459,0.03,459,Janata Congress,0
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS1226.htm?ac=26,Madhya Pradesh,INDORE,8,RAJENDRA AGARWAL 'RAJU',528,0.03,527,Socialist Party (India),1
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS1226.htm?ac=26,Madhya Pradesh,INDORE,9,SRI IMRAN BAKSH,423,0.03,422,Independent,1
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS1226.htm?ac=26,Madhya Pradesh,INDORE,10,PARMANAND TOLANI,1233,0.08,1233,Independent,0
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS1226.htm?ac=26,Madhya Pradesh,INDORE,11,PRAKASH VERMA,498,0.03,495,Independent,3
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS1226.htm?ac=26,Madhya Pradesh,INDORE,12,AJMERA S PRAVEEN KUMAR,693,0.04,693,Independent,0
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS1226.htm?ac=26,Madhya Pradesh,INDORE,13,MAHENDRA TIKLIYA,838,0.05,838,Independent,0
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS1226.htm?ac=26,Madhya Pradesh,INDORE,14,HAJI MUSTAK ANSARI,2019,0.12,2019,Independent,0
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS1226.htm?ac=26,Madhya Pradesh,INDORE,15,RANJEET GOHAR,2405,0.15,2405,Independent,0
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS1226.htm?ac=26,Madhya Pradesh,INDORE,16,RAMESH PATIL,3184,0.2,3184,Independent,0
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS1226.htm?ac=26,Madhya Pradesh,INDORE,17,RAJKARAN YADAV (TEEMAI),1374,0.08,1374,Independent,0
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS1226.htm?ac=26,Madhya Pradesh,INDORE,18,SHAILENDRA SHARMA,3364,0.21,3364,Independent,0
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS1226.htm?ac=26,Madhya Pradesh,INDORE,19,SHRI SURENDRA,2596,0.16,2596,Independent,0
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS1226.htm?ac=26,Madhya Pradesh,INDORE,20,DR. SANDEEP VASANTRAO KADWE,631,0.04,629,Independent,2
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS1226.htm?ac=26,Madhya Pradesh,INDORE,21,NOTA,5045,0.31,5021,None of the Above,24
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS1213.htm?ac=13,Madhya Pradesh,JABALPUR,1,RAKESH SINGH,826454,65.41,825674,Bharatiya Janata Party,780
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS1213.htm?ac=13,Madhya Pradesh,JABALPUR,2,AD. RAMRAJ RAM,12873,1.02,12856,Bahujan Samaj Party,17
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS1213.htm?ac=13,Madhya Pradesh,JABALPUR,3,Pt. VIVEK KRISHNA TANKHA,371710,29.42,371562,Indian National Congress,148
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS1213.htm?ac=13,Madhya Pradesh,JABALPUR,4,KULDEEP AHIRWAR,4116,0.33,4115,Republican Party of India (A),1
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS1213.htm?ac=13,Madhya Pradesh,JABALPUR,5,CHANDRA PRAKASH BHATNAGAR,780,0.06,779,AARAKSHAN VIRODHI PARTY,1
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS1213.htm?ac=13,Madhya Pradesh,JABALPUR,6,DEVENDRA KUMAR YADAV,595,0.05,593,Pragatishil Samajwadi Party (Lohia),2
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS1213.htm?ac=13,Madhya Pradesh,JABALPUR,7,BHUSHAN PRASAD SHUKLA,1355,0.11,1355,Bhartiya Shakti Chetna Party,0
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS1213.htm?ac=13,Madhya Pradesh,JABALPUR,8,MAHU SINGH PARASTE,3446,0.27,3443,Gondvana Gantantra Party,3
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS1213.htm?ac=13,Madhya Pradesh,JABALPUR,9,SHAHNAJ BEE ANSARI,1912,0.15,1911,Smart Indians Party,1
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS1213.htm?ac=13,Madhya Pradesh,JABALPUR,10,SHUKHDEV DAHIYA,1392,0.11,1389,Bhartiya Jan Sampark Party,3
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS1213.htm?ac=13,Madhya Pradesh,JABALPUR,11,AMJAD KHAN,992,0.08,991,Independent,1
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS1213.htm?ac=13,Madhya Pradesh,JABALPUR,12,ASHOK SINGH LODHI,1169,0.09,1169,Independent,0
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS1213.htm?ac=13,Madhya Pradesh,JABALPUR,13,GULAB SINGH (VIVEK),2241,0.18,2241,Independent,0
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS1213.htm?ac=13,Madhya Pradesh,JABALPUR,14,DR. DHAI AKSHAR,4315,0.34,4315,Independent,0
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS1213.htm?ac=13,Madhya Pradesh,JABALPUR,15,DHANUK,2665,0.21,2665,Independent,0
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS1213.htm?ac=13,Madhya Pradesh,JABALPUR,16,RAKESH SINGH S/O NATHURAM,9487,0.75,9486,Independent,1
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS1213.htm?ac=13,Madhya Pradesh,JABALPUR,17,RAKESH SINGH S/O BALJOR SINGH,7392,0.59,7392,Independent,0
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS1213.htm?ac=13,Madhya Pradesh,JABALPUR,18,RAM DAYAL PRAJAPAT,1176,0.09,1176,Independent,0
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS1213.htm?ac=13,Madhya Pradesh,JABALPUR,19,ENGR. RUPRAM SINGH,2702,0.21,2702,Independent,0
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS1213.htm?ac=13,Madhya Pradesh,JABALPUR,20,LAXMINARAYAN JAGANNATH SINGH LODHI,828,0.07,828,Independent,0
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS1213.htm?ac=13,Madhya Pradesh,JABALPUR,21,VINAY KUMAR JAIN "VINNU BHAIYYA",1068,0.08,1068,Independent,0
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS1213.htm?ac=13,Madhya Pradesh,JABALPUR,22,SHRI LAL MARKAM (BADE SHRI),803,0.06,803,Independent,0
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS1213.htm?ac=13,Madhya Pradesh,JABALPUR,23,NOTA,4102,0.32,4098,None of the Above,4
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS128.htm?ac=8,Madhya Pradesh,KHAJURAHO,1,MAHARANI KAVITA SINGH NATIRAJA,318753,25.34,318526,Indian National Congress,227
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS128.htm?ac=8,Madhya Pradesh,KHAJURAHO,2,V.D. SHARMA (VISHNU DATT SHARMA),811135,64.49,810410,Bharatiya Janata Party,725
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS128.htm?ac=8,Madhya Pradesh,KHAJURAHO,3,ASHWANI KUMAR DUBEY,10554,0.84,10552,Sarvodaya Bharat Party,2
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS128.htm?ac=8,Madhya Pradesh,KHAJURAHO,4,JAGDESH KUMAR PATEL,4223,0.34,4222,Akhil Bhartiya Apna Dal,1
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS128.htm?ac=8,Madhya Pradesh,KHAJURAHO,5,DESH PAL PATEL,5884,0.47,5881,Ambedkarite Party of India,3
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS128.htm?ac=8,Madhya Pradesh,KHAJURAHO,6,MANISH MISHRA,1965,0.16,1964,Rashtriya Aadarsh Member Party,1
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS128.htm?ac=8,Madhya Pradesh,KHAJURAHO,7,ADVOCATE RAKESH KUMAR SHUKLA,2154,0.17,2154,All India Forward Bloc,0
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS128.htm?ac=8,Madhya Pradesh,KHAJURAHO,8,VEER SINGH PATEL,40077,3.19,40029,Samajwadi Party,48
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS128.htm?ac=8,Madhya Pradesh,KHAJURAHO,9,SANT KUMAR SHARMA,2481,0.2,2481,Samagra Utthan Party,0
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS128.htm?ac=8,Madhya Pradesh,KHAJURAHO,10,ABDUL IMRAN,3305,0.26,3304,Independent,1
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS128.htm?ac=8,Madhya Pradesh,KHAJURAHO,11,GIRIRAJ KISHOR (RAJU) PODDAR,2953,0.23,2953,Independent,0
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS128.htm?ac=8,Madhya Pradesh,KHAJURAHO,12,NARENDRA PANDEY (RAM JI),2942,0.23,2942,Independent,0
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS128.htm?ac=8,Madhya Pradesh,KHAJURAHO,13,PARWAT SINGH,3970,0.32,3970,Independent,0
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS128.htm?ac=8,Madhya Pradesh,KHAJURAHO,14,BHOOPAT KUMAR ADIWASI,6999,0.56,6999,Independent,0
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS128.htm?ac=8,Madhya Pradesh,KHAJURAHO,15,MEENA/LALIT RAIKWAR,12450,0.99,12450,Independent,0
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS128.htm?ac=8,Madhya Pradesh,KHAJURAHO,16,RAJKUMAR,11691,0.93,11691,Independent,0
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS128.htm?ac=8,Madhya Pradesh,KHAJURAHO,17,VINOD KUMAR,5941,0.47,5941,Independent,0
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS128.htm?ac=8,Madhya Pradesh,KHAJURAHO,18,NOTA,10306,0.82,10301,None of the Above,5
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS1228.htm?ac=28,Madhya Pradesh,KHANDWA,1,ARUN SUBHASH CHANDRA YADAV,565566,38.52,564761,Indian National Congress,805
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS1228.htm?ac=28,Madhya Pradesh,KHANDWA,2,DAYARAM KORKU (THAKUR DADA),14888,1.01,14852,Bahujan Samaj Party,36
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS1228.htm?ac=28,Madhya Pradesh,KHANDWA,3,NANDKUMAR SINGH CHOUHAN (NANDU BHAIYA),838909,57.14,837969,Bharatiya Janata Party,940
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS1228.htm?ac=28,Madhya Pradesh,KHANDWA,4,AAKASH BIRLA,7759,0.53,7756,Madhya Pradesh Jan Vikas Party,3
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS1228.htm?ac=28,Madhya Pradesh,KHANDWA,5,KISHOR YADAV,1721,0.12,1721,Hindusthan Nirman Dal,0
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS1228.htm?ac=28,Madhya Pradesh,KHANDWA,6,DARASINGH PATEL KHATVASHE,1270,0.09,1269,Akhil Bhartiya Gondwana Party,1
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS1228.htm?ac=28,Madhya Pradesh,KHANDWA,7,REENA DAMLE,3293,0.22,3293,Peoples Party of India (Democratic),0
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS1228.htm?ac=28,Madhya Pradesh,KHANDWA,8,RUKUM SHAH,4024,0.27,4024,All India Ulama Congress,0
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS1228.htm?ac=28,Madhya Pradesh,KHANDWA,9,NARAYAN CHANDEL,2886,0.2,2886,Independent,0
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS1228.htm?ac=28,Madhya Pradesh,KHANDWA,10,BABA ABDUL HAMEED,7221,0.49,7221,Independent,0
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS1228.htm?ac=28,Madhya Pradesh,KHANDWA,11,BHAGWANSINGH PYARSINGH,4596,0.31,4596,Independent,0
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS1228.htm?ac=28,Madhya Pradesh,KHANDWA,12,NOTA,16005,1.09,15993,None of the Above,12
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS1227.htm?ac=27,Madhya Pradesh,KHARGONE,1,AMIT KUMAR BALKE,18573,1.3,18554,Bahujan Samaj Party,19
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS1227.htm?ac=27,Madhya Pradesh,KHARGONE,2,GAJENDRA UMRAO SINGH PATEL,773550,54.19,772221,Bharatiya Janata Party,1329
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS1227.htm?ac=27,Madhya Pradesh,KHARGONE,3,DR. GOVIND SUBHAN MUJALDA,571040,40,570106,Indian National Congress,934
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS1227.htm?ac=27,Madhya Pradesh,KHARGONE,4,COMRADE JYOTI SUKHLAL GORE,20673,1.45,20669,Communist Party of India,4
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS1227.htm?ac=27,Madhya Pradesh,KHARGONE,5,JANI KARAN,5330,0.37,5329,Independent,1
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS1227.htm?ac=27,Madhya Pradesh,KHARGONE,6,SHANTILAL S/O AASHARAM SAHITE,10265,0.72,10262,Independent,3
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS1227.htm?ac=27,Madhya Pradesh,KHARGONE,7,SEVANTI DINESH BHABAR,9753,0.68,9749,Independent,4
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS1227.htm?ac=27,Madhya Pradesh,KHARGONE,8,NOTA,18423,1.29,18408,None of the Above,15
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS1214.htm?ac=14,Madhya Pradesh,MANDLA,1,KAMAL SINGH MARAVI,639592,42.15,638372,Indian National Congress,1220
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS1214.htm?ac=14,Madhya Pradesh,MANDLA,2,FAGGAN SINGH KULASTE,737266,48.59,735365,Bharatiya Janata Party,1901
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS1214.htm?ac=14,Madhya Pradesh,MANDLA,3,CHANDRA SINGH KUSHRAM,15709,1.04,15707,Bhartiya Shakti Chetna Party,2
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS1214.htm?ac=14,Madhya Pradesh,MANDLA,4,R. S. PARASTE (RAMSINGH),5055,0.33,5053,Sapaks Party,2
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS1214.htm?ac=14,Madhya Pradesh,MANDLA,5,MANITA MARKAM,5228,0.34,5225,Smart Indians Party,3
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS1214.htm?ac=14,Madhya Pradesh,MANDLA,6,DADA RAMGULAM UIKEY,48925,3.22,48782,Gondvana Gantantra Party,143
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS1214.htm?ac=14,Madhya Pradesh,MANDLA,7,SANJEEV KUMAR PANDRAM,4647,0.31,4646,Hindusthan Nirman Dal,1
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS1214.htm?ac=14,Madhya Pradesh,MANDLA,8,AJEET DHURWEY,5208,0.34,5205,Independent,3
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS1214.htm?ac=14,Madhya Pradesh,MANDLA,9,ADVOCATE-DEVSINGH KUMRE,7759,0.51,7757,Independent,2
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS1214.htm?ac=14,Madhya Pradesh,MANDLA,10,BHARAT SINGH POOSAM,15626,1.03,15626,Independent,0
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS1214.htm?ac=14,Madhya Pradesh,MANDLA,11,NOTA,32240,2.12,32221,None of the Above,19
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS1223.htm?ac=23,Madhya Pradesh,MANDSOUR,1,Prabhulal Meghwal,9703,0.71,9664,Bahujan Samaj Party,39
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS1223.htm?ac=23,Madhya Pradesh,MANDSOUR,2,Meenakshi Natarajan,471052,34.37,470528,Indian National Congress,524
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS1223.htm?ac=23,Madhya Pradesh,MANDSOUR,3,Sudheer Gupta,847786,61.85,845944,Bharatiya Janata Party,1842
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS1223.htm?ac=23,Madhya Pradesh,MANDSOUR,4,Ismail Mev,7760,0.57,7760,Bahujan Maha Party,0
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS1223.htm?ac=23,Madhya Pradesh,MANDSOUR,5,Advocate Bapu Singh Gujar,1309,0.1,1308,Hindusthan Nirman Dal,1
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS1223.htm?ac=23,Madhya Pradesh,MANDSOUR,6,Meenakshi Chouhan,1748,0.13,1747,National Women's Party,1
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS1223.htm?ac=23,Madhya Pradesh,MANDSOUR,7,Shivlal Gurjar,1433,0.1,1432,Shivsena,1
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS1223.htm?ac=23,Madhya Pradesh,MANDSOUR,8,Nandlal Meena,3127,0.23,3125,Independent,2
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS1223.htm?ac=23,Madhya Pradesh,MANDSOUR,9,Prahlad Singh S. Rajput,1613,0.12,1612,Independent,1
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS1223.htm?ac=23,Madhya Pradesh,MANDSOUR,10,Fulchand Patidar,1491,0.11,1490,Independent,1
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS1223.htm?ac=23,Madhya Pradesh,MANDSOUR,11,Ranglal Dhanger,2685,0.2,2682,Independent,3
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS1223.htm?ac=23,Madhya Pradesh,MANDSOUR,12,Vijay Rann,6633,0.48,6632,Independent,1
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS1223.htm?ac=23,Madhya Pradesh,MANDSOUR,13,Saeed Ahmed Shabrarti Ahmed,4896,0.36,4896,Independent,0
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS1223.htm?ac=23,Madhya Pradesh,MANDSOUR,14,NOTA,9431,0.69,9416,None of the Above,15
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS121.htm?ac=1,Madhya Pradesh,MORENA,1,KARTAR SINGH BHADANA,129380,11.38,129228,Bahujan Samaj Party,152
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS121.htm?ac=1,Madhya Pradesh,MORENA,2,NARENDRA SINGH TOMAR,541689,47.63,537856,Bharatiya Janata Party,3833
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS121.htm?ac=1,Madhya Pradesh,MORENA,3,RAMNIWAS RAWAT,428348,37.66,427890,Indian National Congress,458
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS121.htm?ac=1,Madhya Pradesh,MORENA,4,ASHOK RAJORIYA,4294,0.38,4285,Vishva SHakti Party,9
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS121.htm?ac=1,Madhya Pradesh,MORENA,5,DHARA SINGH,952,0.08,948,Pragatishil Samajwadi Party (Lohia),4
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS121.htm?ac=1,Madhya Pradesh,MORENA,6,NARENDRA SINGH,825,0.07,824,Republican Party of India (Reformist),1
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS121.htm?ac=1,Madhya Pradesh,MORENA,7,PAWAN KUMAR GOYAL,968,0.09,967,Swatantra Jantaraj Party,1
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS121.htm?ac=1,Madhya Pradesh,MORENA,8,PATIRAM SHAKYA,1121,0.1,1116,Republican Party of India (A),5
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS121.htm?ac=1,Madhya Pradesh,MORENA,9,BHANTE SANGH RATAN,800,0.07,799,Bharat Prabhat Party,1
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS121.htm?ac=1,Madhya Pradesh,MORENA,10,DR. RANDHIR SINGH RUHAL,930,0.08,929,Rashtra Nirman Party,1
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS121.htm?ac=1,Madhya Pradesh,MORENA,11,RAJESH SINGH BHADORIA [BHURE],933,0.08,930,Akhand Rashtrawadi Party,3
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS121.htm?ac=1,Madhya Pradesh,MORENA,12,RAMLAKHAN MEENA,1431,0.13,1430,Rashtriya Krantikari Samajwadi Party,1
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS121.htm?ac=1,Madhya Pradesh,MORENA,13,VIVEK,1460,0.13,1456,Hindusthan Nirman Dal,4
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS121.htm?ac=1,Madhya Pradesh,MORENA,14,SANJU SHARMA,2509,0.22,2490,Shivsena,19
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS121.htm?ac=1,Madhya Pradesh,MORENA,15,TEJPAL SINGH RAWAT,1936,0.17,1935,Independent,1
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS121.htm?ac=1,Madhya Pradesh,MORENA,16,TOFEEK KHAN,4780,0.42,4778,Independent,2
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS121.htm?ac=1,Madhya Pradesh,MORENA,17,DHEERAJ SINGH MAVAI,2137,0.19,2136,Independent,1
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS121.htm?ac=1,Madhya Pradesh,MORENA,18,PRABHU SINGH,2332,0.21,2332,Independent,0
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS121.htm?ac=1,Madhya Pradesh,MORENA,19,BAJUDDEEN BAJ,1921,0.17,1921,Independent,0
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS121.htm?ac=1,Madhya Pradesh,MORENA,20,MEHABUB KHAN,661,0.06,660,Independent,1
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS121.htm?ac=1,Madhya Pradesh,MORENA,21,MUNNA,2696,0.24,2696,Independent,0
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS121.htm?ac=1,Madhya Pradesh,MORENA,22,RAJVEER,894,0.08,894,Independent,0
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS121.htm?ac=1,Madhya Pradesh,MORENA,23,LAXMI BAGHEL,651,0.06,645,Independent,6
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS121.htm?ac=1,Madhya Pradesh,MORENA,24,SUMIT MISRA,945,0.08,944,Independent,1
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS121.htm?ac=1,Madhya Pradesh,MORENA,25,SONU AGARWAL,599,0.05,597,Independent,2
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS121.htm?ac=1,Madhya Pradesh,MORENA,26,NOTA,2098,0.18,2082,None of the Above,16
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS1220.htm?ac=20,Madhya Pradesh,RAJGARH,1,MONA SUSTANI,392805,31.17,392160,Indian National Congress,645
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS1220.htm?ac=20,Madhya Pradesh,RAJGARH,2,RODMAL NAGAR,823824,65.37,822225,Bharatiya Janata Party,1599
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS1220.htm?ac=20,Madhya Pradesh,RAJGARH,3,TH. JAGDISH SINGH PARMAR,9396,0.75,9393,Samata Samadhan Party,3
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS1220.htm?ac=20,Madhya Pradesh,RAJGARH,4,PARVAT SINGH,4086,0.32,4080,Ambedkarite Party of India,6
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS1220.htm?ac=20,Madhya Pradesh,RAJGARH,5,MUKESH DANGI,1978,0.16,1978,Shivsena,0
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS1220.htm?ac=20,Madhya Pradesh,RAJGARH,6,SUSHEEL PRASAD,1248,0.1,1248,Bhartiya Amrit Party,0
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS1220.htm?ac=20,Madhya Pradesh,RAJGARH,7,SANJAY GUPTA "MAHAJAN",1408,0.11,1407,Sapaks Party,1
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS1220.htm?ac=20,Madhya Pradesh,RAJGARH,8,IMAMDDIN KHAN,3707,0.29,3706,Independent,1
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS1220.htm?ac=20,Madhya Pradesh,RAJGARH,9,PANDIT DIVYENDRA DUBEY ADVOCATE,4155,0.33,4153,Independent,2
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS1220.htm?ac=20,Madhya Pradesh,RAJGARH,10,MOHSIN BHANEJ,2577,0.2,2577,Independent,0
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS1220.htm?ac=20,Madhya Pradesh,RAJGARH,11,SANTOSH RAV,4770,0.38,4768,Independent,2
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS1220.htm?ac=20,Madhya Pradesh,RAJGARH,12,NOTA,10375,0.82,10365,None of the Above,10
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS1224.htm?ac=24,Madhya Pradesh,RATLAM,1,KANTILAL BHURIA,605467,43.23,604409,Indian National Congress,1058
